title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext
Determination of Regulatory Review Period for Purposes of Patent Extension; BARHEMSYS,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for BARHEMSYS and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",86 FR 35803,2021-14461,https://www.federalregister.gov/documents/2021/07/07/2021-14461/determination-of-regulatory-review-period-for-purposes-of-patent-extension-barhemsys,https://www.govinfo.gov/content/pkg/FR-2021-07-07/pdf/2021-14461.pdf,2021-07-07, BARHEMSYS,,Nicolas,BARHEMSYS,9084765,Acacia Pharma Limited,2960.0,2085,875.0,"January 3, 2022","January 21, 2012","February 26, 2020",NDA 209510,1085
Determination of Regulatory Review Period for Purposes of Patent Extension; BEOVU,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for BEOVU and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",86 FR 35805,2021-14473,https://www.federalregister.gov/documents/2021/07/07/2021-14473/determination-of-regulatory-review-period-for-purposes-of-patent-extension-beovu,https://www.govinfo.gov/content/pkg/FR-2021-07-07/pdf/2021-14473.pdf,2021-07-07, BEOVU,,Nicolas,BEOVU,8349322 and 9090684,Novartis AG,3064.0,2821,243.0,"January 3, 2022","May 20, 2011","October 7, 2019",BLA 761125,1354
Determination of Regulatory Review Period for Purposes of Patent Extension; Zephyr Endobronchial Valve Implant,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Zephyr Endobronchial Valve Implant and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",86 FR 35807,2021-14482,https://www.federalregister.gov/documents/2021/07/07/2021-14482/determination-of-regulatory-review-period-for-purposes-of-patent-extension-zephyr-endobronchial,https://www.govinfo.gov/content/pkg/FR-2021-07-07/pdf/2021-14482.pdf,2021-07-07, Zephyr Endobronchial Valve Implant,,Nicolas,ZEPHYR ENDOBRONCHIAL VALVE IMPLANT,6527761 and 7798147,Pulmonx Corp.,5744.0,5565,179.0,"January 3, 2022","January 3, 2022","June 29, 2018",PMA 180002,1510
Determination of Regulatory Review Period for Purposes of Patent Extension; PIQRAY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for PIQRAY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",86 FR 36142,2021-14490,https://www.federalregister.gov/documents/2021/07/08/2021-14490/determination-of-regulatory-review-period-for-purposes-of-patent-extension-piqray,https://www.govinfo.gov/content/pkg/FR-2021-07-08/pdf/2021-14490.pdf,2021-07-08, PIQRAY,,Nicolas,PIQRAY,8277462 and 8476268,Novartis AG,3264.0,3106,158.0,"January 4, 2022","June 18, 2010","May 24, 2019",NDA 212526,1156
Determination of Regulatory Review Period for Purposes of Patent Extension; AJOVY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for AJOVY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",86 FR 36285,2021-14652,https://www.federalregister.gov/documents/2021/07/09/2021-14652/determination-of-regulatory-review-period-for-purposes-of-patent-extension-ajovy,https://www.govinfo.gov/content/pkg/FR-2021-07-09/pdf/2021-14652.pdf,2021-07-09, AJOVY,,Nicolas,AJOVY,8007794,Teva Pharmaceuticals International GmbH,3216.0,2882,334.0,"January 5, 2022","November 26, 2009","September 14, 2018",BLA 761089,1454
Determination of Regulatory Review Period for Purposes of Patent Extension; NUBEQA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for NUBEQA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",86 FR 58670,2021-23074,https://www.federalregister.gov/documents/2021/10/22/2021-23074/determination-of-regulatory-review-period-for-purposes-of-patent-extension-nubeqa,https://www.govinfo.gov/content/pkg/FR-2021-10-22/pdf/2021-23074.pdf,2021-10-22, NUBEQA,,Nicolas,NUBEQA,8975254,Orion Corporation,2576.0,2420,156.0,"April 20, 2022","July 13, 2012","July 30, 2019",NDA 212099,879
Determination of Regulatory Review Period for Purposes of Patent Extension; INREBIC,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for INREBIC and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",86 FR 59397,2021-23388,https://www.federalregister.gov/documents/2021/10/27/2021-23388/determination-of-regulatory-review-period-for-purposes-of-patent-extension-inrebic,https://www.govinfo.gov/content/pkg/FR-2021-10-27/pdf/2021-23388.pdf,2021-10-27, INREBIC,,Nicolas,INREBIC,7528143; 7825246; and 8138199,"Impact Biomedicines, Inc.",4285.0,4059,226.0,"April 25, 2022","November 24, 2007","August 16, 2019",NDA 212327,1796
Determination of Regulatory Review Period for Purposes of Patent Extension; XENLETA Tablets New Drug Application 211672,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for XENLETA tablets and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",86 FR 59392,2021-23387,https://www.federalregister.gov/documents/2021/10/27/2021-23387/determination-of-regulatory-review-period-for-purposes-of-patent-extension-xenleta-tablets-new-drug,https://www.govinfo.gov/content/pkg/FR-2021-10-27/pdf/2021-23387.pdf,2021-10-27, XENLETA Tablets New Drug Application 211672,,Nicolas,XENLETA tablets,8071643; 8153689; and 9120727,Nabriva Therapeutics GMBH,3595.0,3351,244.0,"April 25, 2022","October 13, 2020","August 19, 2019",NDA 211672,1528
Determination of Regulatory Review Period for Purposes of Patent Extension; XENLETA Injection New Drug Application 211673,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for XENLETA injection new drug application (NDA) 211673 and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",86 FR 59394,2021-23386,https://www.federalregister.gov/documents/2021/10/27/2021-23386/determination-of-regulatory-review-period-for-purposes-of-patent-extension-xenleta-injection-new,https://www.govinfo.gov/content/pkg/FR-2021-10-27/pdf/2021-23386.pdf,2021-10-27, XENLETA Injection New Drug Application 211673,,Nicolas,XENLETA injection,8071643 and 8153689,Nabriva Therapeutics GMBH,3595.0,3351,244.0,"April 25, 2022","December 27, 2021","August 19, 2019",NDA 211673,1528
Determination of Regulatory Review Period for Purposes of Patent Extension; SPINRAZA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SPINRAZA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claims that human drug product.",86 FR 60248,2021-23719,https://www.federalregister.gov/documents/2021/11/01/2021-23719/determination-of-regulatory-review-period-for-purposes-of-patent-extension-spinraza,https://www.govinfo.gov/content/pkg/FR-2021-11-01/pdf/2021-23719.pdf,2021-11-01, SPINRAZA,,Nicolas,SPINRAZA,"U.S. Patent Nos. 7,838,657 and 8,110,560 from University of Massachusetts, and U.S. Patent Nos. 8,361,977 and 8,980,853 from Biogen MA Inc., and Cold Spring Harbor Laboratory","University of Massachusetts and Biogen MA Inc., and Cold Spring Harbor Laboratory",1891.0,1799,92.0,"October 22, 2011","October 22, 2011","December 23, 2016",NDA 209531,992
Determination of Regulatory Review Period for Purposes of Patent Extension; ENHERTU,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ENHERTU and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",86 FR 60252,2021-23725,https://www.federalregister.gov/documents/2021/11/01/2021-23725/determination-of-regulatory-review-period-for-purposes-of-patent-extension-enhertu,https://www.govinfo.gov/content/pkg/FR-2021-11-01/pdf/2021-23725.pdf,2021-11-01, ENHERTU,,Nicolas,ENHERTU,9808537; 10155821; and 10195288,"Daiichi Sankyo Company, Limited",1395.0,186,1209.0,"February 26, 2016","February 26, 2016","December 20, 2019",BLA 761139,71
Determination of Regulatory Review Period for Purposes of Patent Extension; VYONDYS 53,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for VYONDYS 53 and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",86 FR 60256,2021-23724,https://www.federalregister.gov/documents/2021/11/01/2021-23724/determination-of-regulatory-review-period-for-purposes-of-patent-extension-vyondys-53,https://www.govinfo.gov/content/pkg/FR-2021-11-01/pdf/2021-23724.pdf,2021-11-01, VYONDYS 53,,Nicolas,VYONDYS 53,9024007; 9994851; 10227590; 10266827; 10421966; and RE47691,The University of Western Australia,1833.0,1474,359.0,"December 7, 2014","December 7, 2014","December 12, 2019",NDA 211970,888
